Category,Team/All_Teams,Place,Player,Record,Team,Year
Tackles,12,41,1508,2,12,2018
Tackles,12,42,1705,2,12,2018
Tackles,12,43,1770,2,12,2018
Tackles,12,44,2066,2,12,2018
Tackles,12,45,3326,2,12,2018
Tackles,12,46,713,1,12,2017
Tackles,12,47,810,1,12,2017
Tackles,12,48,850,1,12,2017
Tackles,12,49,1306,1,12,2017
Tackles,12,50,2066,1,12,2017
Tackles,12,51,683,1,12,2018
Tackles,12,52,700,1,12,2018
Tackles,12,53,785,1,12,2018
Tackles,12,54,1460,1,12,2018
Tackles,12,55,1745,1,12,2018
Assists,12,0,1279,32,12,2017
Assists,12,1,1716,30,12,2018
Assists,12,2,87,27,12,2017
Assists,12,3,421,26,12,2018
Assists,12,4,1349,25,12,2018
Assists,12,5,421,22,12,2017
Assists,12,6,101,21,12,2018
Assists,12,7,589,18,12,2018
Assists,12,8,865,18,12,2018
Assists,12,9,440,17,12,2017
Assists,12,10,847,17,12,2017
Assists,12,11,1371,17,12,2017
Assists,12,12,865,16,12,2017
Assists,12,13,1349,16,12,2017
Assists,12,14,101,15,12,2017
Assists,12,15,539,15,12,2017
Assists,12,16,975,15,12,2017
Assists,12,17,1115,15,12,2018
Assists,12,18,1279,15,12,2018
Assists,12,19,1371,15,12,2018
Assists,12,20,589,12,12,2017
Assists,12,21,737,12,12,2017
Assists,12,22,847,12,12,2018
Assists,12,23,737,10,12,2018
Assists,12,24,975,10,12,2018
Assists,12,25,440,9,12,2018
Assists,12,26,539,9,12,2018
Assists,12,27,211,6,12,2017
Assists,12,28,3827,6,12,2018
Assists,12,29,1705,3,12,2017
Assists,12,30,1770,3,12,2017
Assists,12,31,203,3,12,2018
Assists,12,32,1445,2,12,2018
Assists,12,33,1770,2,12,2018
Assists,12,34,1460,1,12,2018
Assists,12,35,1705,1,12,2018
Sacks,12,0,1349,115,12,2018
Sacks,12,1,1349,100,12,2017
Sacks,12,2,1279,85,12,2017
Sacks,12,3,101,70,12,2018
Sacks,12,4,101,45,12,2017
Sacks,12,5,440,45,12,2017
Sacks,12,6,975,35,12,2017
Sacks,12,7,440,30,12,2018
Sacks,12,8,975,30,12,2018
Sacks,12,9,589,25,12,2017
Sacks,12,10,1279,25,12,2018
Sacks,12,11,865,20,12,2017
Sacks,12,12,203,20,12,2018
Sacks,12,13,421,15,12,2017
Sacks,12,14,589,15,12,2018
Sacks,12,15,3827,15,12,2018
Sacks,12,16,87,10,12,2017
Sacks,12,17,539,10,12,2017
Sacks,12,18,737,10,12,2017
Sacks,12,19,1371,10,12,2017
Sacks,12,20,1770,10,12,2017
Sacks,12,21,737,10,12,2018
Sacks,12,22,865,10,12,2018
Sacks,12,23,1716,10,12,2018
Hurries,12,0,1349,24,12,2017
Hurries,12,1,1349,21,12,2018
Hurries,12,2,101,18,12,2018
Hurries,12,3,440,12,12,2017
Hurries,12,4,975,11,12,2018
Hurries,12,5,589,9,12,2017
Hurries,12,6,101,7,12,2017
Hurries,12,7,975,6,12,2017
Hurries,12,8,589,6,12,2018
Hurries,12,9,440,3,12,2018
Hurries,12,10,865,3,12,2018
Hurries,12,11,1279,3,12,2018
Hurries,12,12,1770,2,12,2017
Hurries,12,13,87,1,12,2017
Hurries,12,14,211,1,12,2017
Hurries,12,15,865,1,12,2017
Hurries,12,16,1279,1,12,2017
Hurries,12,17,1371,1,12,2017
Hurries,12,18,1371,1,12,2018
Hurries,12,19,1460,1,12,2018
Hurries,12,20,1716,1,12,2018
Hurries,12,21,1770,1,12,2018
Hurries,12,22,3694,1,12,2018
Blocked Passes,12,0,1349,5,12,2018
Blocked Passes,12,1,1349,4,12,2017
Blocked Passes,12,2,101,3,12,2017
Blocked Passes,12,3,975,3,12,2017
Blocked Passes,12,4,101,3,12,2018
Blocked Passes,12,5,440,2,12,2017
Blocked Passes,12,6,589,2,12,2017
Blocked Passes,12,7,440,2,12,2018
Blocked Passes,12,8,865,1,12,2017
Blocked Passes,12,9,1770,1,12,2017
Blocked Passes,12,10,1460,1,12,2018
Blocked Passes,12,11,1770,1,12,2018
Field Goals,12,0,1056,25,12,2018
Field Goals,12,1,1056,24,12,2017
Key Run Blocks,12,0,934,43,12,2017
Key Run Blocks,12,1,810,33,12,2017
Key Run Blocks,12,2,2066,33,12,2017
Key Run Blocks,12,3,2066,32,12,2018
Key Run Blocks,12,4,1745,28,12,2018
Key Run Blocks,12,5,856,23,12,2018
Key Run Blocks,12,6,1745,21,12,2017
Key Run Blocks,12,7,1099,21,12,2018
Key Run Blocks,12,8,342,20,12,2017
Key Run Blocks,12,9,934,8,12,2018
Key Run Blocks,12,10,3552,7,12,2018
Key Run Blocks,12,11,342,4,12,2018
Key Run Blocks,12,12,1099,2,12,2017
Key Run Blocks,12,13,1306,2,12,2017
Key Run Blocks,12,14,218,2,12,2018
Key Run Blocks,12,15,683,2,12,2018
Key Run Blocks,12,16,713,1,12,2017
Key Run Blocks,12,17,361,1,12,2018
Key Run Blocks,12,18,3326,1,12,2018
Key Run Opportunities,12,0,2066,99,12,2018
Key Run Opportunities,12,1,934,91,12,2017
Key Run Opportunities,12,2,810,84,12,2017
Key Run Opportunities,12,3,2066,79,12,2017
Key Run Opportunities,12,4,1745,64,12,2017
Key Run Opportunities,12,5,856,62,12,2018
Key Run Opportunities,12,6,1099,58,12,2018
Key Run Opportunities,12,7,342,55,12,2017
Key Run Opportunities,12,8,1745,48,12,2018
Key Run Opportunities,12,9,3552,24,12,2018
Key Run Opportunities,12,10,934,23,12,2018
Key Run Opportunities,12,11,342,14,12,2018
Key Run Opportunities,12,12,3326,11,12,2018
Key Run Opportunities,12,13,1306,8,12,2017
Key Run Opportunities,12,14,683,8,12,2018
Key Run Opportunities,12,15,713,6,12,2017
Key Run Opportunities,12,16,492,6,12,2018
Key Run Opportunities,12,17,1099,4,12,2017
Key Run Opportunities,12,18,218,4,12,2018
Key Run Opportunities,12,19,53,3,12,2017
Key Run Opportunities,12,20,361,3,12,2018
Key Run Opportunities,12,21,1957,2,12,2017
Key Run Opportunities,12,22,2628,2,12,2018
Key Run Opportunities,12,23,623,1,12,2017
Pancake Blocks,12,0,810,3,12,2017
Pancake Blocks,12,1,856,3,12,2018
Pancake Blocks,12,2,934,1,12,2017
Pancake Blocks,12,3,218,1,12,2018
Pancake Blocks,12,4,683,1,12,2018
Pancake Blocks,12,5,934,1,12,2018
Pancake Blocks,12,6,1745,1,12,2018
Pancake Blocks,12,7,2066,1,12,2018
Passes Defensed,12,0,87,15,12,2017
Passes Defensed,12,1,1371,13,12,2017
Passes Defensed,12,2,539,10,12,2018
Passes Defensed,12,3,421,9,12,2017
Passes Defensed,12,4,1279,8,12,2017
Passes Defensed,12,5,865,7,12,2018
Passes Defensed,12,6,1371,6,12,2018
Passes Defensed,12,7,737,5,12,2017
Passes Defensed,12,8,847,5,12,2017
Passes Defensed,12,9,865,5,12,2017
Passes Defensed,12,10,421,5,12,2018
Passes Defensed,12,11,1279,5,12,2018
Passes Defensed,12,12,1716,4,12,2018
Passes Defensed,12,13,539,3,12,2017
Passes Defensed,12,14,975,2,12,2017
Passes Defensed,12,15,1770,2,12,2017
Passes Defensed,12,16,101,2,12,2018
Passes Defensed,12,17,737,2,12,2018
Passes Defensed,12,18,847,2,12,2018
Passes Defensed,12,19,1115,2,12,2018
Passes Defensed,12,20,2230,2,12,2018
Passes Defensed,12,21,3827,2,12,2018
Passes Defensed,12,22,211,1,12,2017
Passes Defensed,12,23,440,1,12,2017
Passes Defensed,12,24,1349,1,12,2017
Passes Defensed,12,25,1705,1,12,2017
Passes Defensed,12,26,203,1,12,2018
Passes Defensed,12,27,1445,1,12,2018
Passes Defensed,12,28,1705,1,12,2018
Punt Return Yards,12,0,1808,254,12,2017
Punt Return Yards,12,1,203,110,12,2018
Punt Return TDs,12,0,1808,1,12,2017
Kickoff Return Yards,12,0,539,568,12,2018
Kickoff Return Yards,12,1,539,487,12,2017
Kickoff Return Yards,12,2,288,97,12,2017
Kickoff Return Yards,12,3,203,93,12,2018
Points Scored,12,0,1056,113,12,2017
Points Scored,12,1,1056,110,12,2018
Points Scored,12,2,1560,54,12,2017
Points Scored,12,3,232,30,12,2017
Points Scored,12,4,807,30,12,2017
Points Scored,12,5,850,30,12,2017
Points Scored,12,6,1560,30,12,2018
Points Scored,12,7,1508,24,12,2017
Points Scored,12,8,1508,24,12,2018
Points Scored,12,9,785,20,12,2018
Points Scored,12,10,713,18,12,2017
Points Scored,12,11,785,18,12,2017
Points Scored,12,12,1306,12,12,2017
Points Scored,12,13,683,12,12,2018
Points Scored,12,14,714,12,12,2018
Points Scored,12,15,850,12,12,2018
Points Scored,12,16,3237,12,12,2018
Points Scored,12,17,3326,12,12,2018
Points Scored,12,18,53,6,12,2017
Points Scored,12,19,737,6,12,2017
Points Scored,12,20,847,6,12,2017
Points Scored,12,21,1371,6,12,2017
Points Scored,12,22,1808,6,12,2017
Points Scored,12,23,288,6,12,2018
Points Scored,12,24,440,6,12,2018
Points Scored,12,25,737,6,12,2018
Points Scored,12,26,1371,6,12,2018
Points Scored,12,27,2230,6,12,2018
Points Scored,12,28,1349,2,12,2017
Yards from Scrimmage,12,0,1560,1351,12,2017
Yards from Scrimmage,12,1,785,1105,12,2018
Yards from Scrimmage,12,2,785,1067,12,2017
Yards from Scrimmage,12,3,232,795,12,2017
Yards from Scrimmage,12,4,850,724,12,2018
Yards from Scrimmage,12,5,1560,719,12,2018
Yards from Scrimmage,12,6,1508,706,12,2018
Yards from Scrimmage,12,7,1508,625,12,2017
Yards from Scrimmage,12,8,3326,534,12,2018
Yards from Scrimmage,12,9,850,502,12,2017
Yards from Scrimmage,12,10,683,368,12,2018
Yards from Scrimmage,12,11,53,342,12,2017
Yards from Scrimmage,12,12,1306,330,12,2017
Yards from Scrimmage,12,13,807,305,12,2017
Yards from Scrimmage,12,14,112,235,12,2017
Yards from Scrimmage,12,15,714,210,12,2018
Yards from Scrimmage,12,16,713,202,12,2017
Yards from Scrimmage,12,17,807,178,12,2018
Yards from Scrimmage,12,18,288,139,12,2018
Yards from Scrimmage,12,19,1808,115,12,2017
Yards from Scrimmage,12,20,1141,108,12,2017
Yards from Scrimmage,12,21,3237,107,12,2018
Yards from Scrimmage,12,22,288,59,12,2017
Yards from Scrimmage,12,23,2386,35,12,2018
Yards from Scrimmage,12,24,1957,34,12,2017
Yards from Scrimmage,12,25,3286,22,12,2018
Yards from Scrimmage,12,26,714,18,12,2017
Yards from Scrimmage,12,27,3201,8,12,2018
Yards from Scrimmage,12,28,1111,5,12,2017
Yards from Scrimmage,12,29,361,5,12,2018
All-Purpose Yards,12,0,1560,1351,12,2017
All-Purpose Yards,12,1,785,1105,12,2018
All-Purpose Yards,12,2,785,1067,12,2017
All-Purpose Yards,12,3,232,795,12,2017
All-Purpose Yards,12,4,850,724,12,2018
All-Purpose Yards,12,5,1560,719,12,2018
All-Purpose Yards,12,6,1508,706,12,2018
All-Purpose Yards,12,7,1508,625,12,2017
All-Purpose Yards,12,8,539,568,12,2018
All-Purpose Yards,12,9,3326,534,12,2018
All-Purpose Yards,12,10,850,502,12,2017
All-Purpose Yards,12,11,539,487,12,2017
All-Purpose Yards,12,12,1808,369,12,2017
All-Purpose Yards,12,13,683,368,12,2018
All-Purpose Yards,12,14,53,342,12,2017
All-Purpose Yards,12,15,1306,330,12,2017
All-Purpose Yards,12,16,807,305,12,2017
All-Purpose Yards,12,17,112,235,12,2017
All-Purpose Yards,12,18,714,210,12,2018
All-Purpose Yards,12,19,203,207,12,2018
All-Purpose Yards,12,20,713,202,12,2017
All-Purpose Yards,12,21,807,178,12,2018
All-Purpose Yards,12,22,288,156,12,2017
All-Purpose Yards,12,23,288,139,12,2018
All-Purpose Yards,12,24,1141,108,12,2017
All-Purpose Yards,12,25,3237,107,12,2018
All-Purpose Yards,12,26,737,89,12,2017
All-Purpose Yards,12,27,1371,76,12,2018
All-Purpose Yards,12,28,737,70,12,2018
All-Purpose Yards,12,29,421,65,12,2018
All-Purpose Yards,12,30,440,62,12,2018
All-Purpose Yards,12,31,1371,37,12,2017
All-Purpose Yards,12,32,2386,35,12,2018
All-Purpose Yards,12,33,1957,34,12,2017
All-Purpose Yards,12,34,2230,33,12,2018
All-Purpose Yards,12,35,3286,22,12,2018
All-Purpose Yards,12,36,714,18,12,2017
All-Purpose Yards,12,37,211,16,12,2017
All-Purpose Yards,12,38,421,15,12,2017
All-Purpose Yards,12,39,847,13,12,2017
All-Purpose Yards,12,40,1716,9,12,2018
All-Purpose Yards,12,41,101,8,12,2018
All-Purpose Yards,12,42,3201,8,12,2018
All-Purpose Yards,12,43,1111,5,12,2017
All-Purpose Yards,12,44,361,5,12,2018
All-Purpose Yards,12,45,1115,5,12,2018
All-Purpose Yards,12,46,1745,5,12,2018
Quarterback Rating,13,0,40,1095,13,2018
Quarterback Rating,13,1,40,930,13,2017
Pass Attempts,13,0,40,584,13,2017
Pass Attempts,13,1,40,356,13,2018
Pass Attempts,13,2,407,150,13,2018
Pass Attempts,13,3,540,9,13,2017
Pass Completions,13,0,40,363,13,2017
Pass Completions,13,1,40,236,13,2018
Pass Completions,13,2,407,103,13,2018
Pass Completions,13,3,540,9,13,2017
Completion Percentage,13,0,40,663,13,2018
Completion Percentage,13,1,40,622,13,2017
Passing Yards,13,0,40,4150,13,2017
Passing Yards,13,1,40,2885,13,2018
Passing Yards,13,2,407,1194,13,2018
Passing Yards,13,3,540,75,13,2017
Yards per Pass Attempt,13,0,40,810,13,2018
Yards per Pass Attempt,13,1,40,711,13,2017
Passing Touchdowns,13,0,40,28,13,2017
Passing Touchdowns,13,1,40,21,13,2018
Passing Touchdowns,13,2,407,10,13,2018
Times Sacked,13,0,40,23,13,2017
Times Sacked,13,1,40,12,13,2018
Times Sacked,13,2,407,11,13,2018
300 Yards Passing,13,0,40,4,13,2018
300 Yards Passing,13,1,40,3,13,2017
300 Yards Passing,13,2,407,1,13,2018
Rushing Attempts,13,0,1615,366,13,2018
Rushing Attempts,13,1,1615,309,13,2017
Rushing Attempts,13,2,40,79,13,2017
Rushing Attempts,13,3,1009,55,13,2017
Rushing Attempts,13,4,40,50,13,2018
Rushing Attempts,13,5,889,32,13,2017
Rushing Attempts,13,6,889,22,13,2018
Rushing Attempts,13,7,407,11,13,2018
Rushing Attempts,13,8,875,7,13,2018
Rushing Attempts,13,9,899,7,13,2018
Rushing Attempts,13,10,1334,7,13,2018
Rushing Attempts,13,11,875,5,13,2017
Rushing Attempts,13,12,2546,4,13,2017
Rushing Attempts,13,13,357,4,13,2018
Rushing Attempts,13,14,540,3,13,2017
Rushing Attempts,13,15,1500,2,13,2017
Rushing Attempts,13,16,899,1,13,2017
Rushing Attempts,13,17,559,1,13,2018
Rushing Yards,13,0,1615,1929,13,2018
Rushing Yards,13,1,1615,1662,13,2017
Rushing Yards,13,2,40,431,13,2017
Rushing Yards,13,3,40,274,13,2018
Rushing Yards,13,4,1009,207,13,2017
Rushing Yards,13,5,889,136,13,2018
Rushing Yards,13,6,889,93,13,2017
Rushing Yards,13,7,1334,28,13,2018
Rushing Yards,13,8,875,24,13,2018
Rushing Yards,13,9,899,15,13,2018
Rushing Yards,13,10,899,11,13,2017
Rushing Yards,13,11,2546,7,13,2017
Rushing Yards,13,12,357,7,13,2018
Rushing Yards,13,13,875,5,13,2017
Rushing Yards,13,14,1500,4,13,2017
Rushing Yards,13,15,540,2,13,2017
Rushing Yards,13,16,559,1,13,2018
Yards per Carry,13,0,1615,538,13,2017
Yards per Carry,13,1,1615,527,13,2018
Rushing Touchdowns,13,0,1615,11,13,2018
Rushing Touchdowns,13,1,1615,7,13,2017
Rushing Touchdowns,13,2,40,4,13,2017
Rushing Touchdowns,13,3,40,2,13,2018
Rushing Touchdowns,13,4,1009,1,13,2017
Rushing Touchdowns,13,5,2546,1,13,2017
Rushing Touchdowns,13,6,1334,1,13,2018
100 Yards Rushing,13,0,1615,9,13,2018
100 Yards Rushing,13,1,1615,8,13,2017
Receptions,13,0,593,100,13,2017
Receptions,13,1,899,79,13,2018
Receptions,13,2,1267,76,13,2018
Receptions,13,3,1267,62,13,2017
Receptions,13,4,593,50,13,2018
Receptions,13,5,1615,45,13,2018
Receptions,13,6,875,40,13,2017
Receptions,13,7,1615,39,13,2017
Receptions,13,8,875,34,13,2018
Receptions,13,9,1500,33,13,2017
Receptions,13,10,357,20,13,2017
Receptions,13,11,778,19,13,2017
Receptions,13,12,1009,19,13,2017
Receptions,13,13,357,15,13,2018
Receptions,13,14,899,12,13,2017
Receptions,13,15,947,12,13,2018
Receptions,13,16,559,11,13,2018
Receptions,13,17,2525,11,13,2018
Receptions,13,18,1954,10,13,2017
Receptions,13,19,2546,8,13,2017
Receptions,13,20,1417,4,13,2017
Receptions,13,21,1500,4,13,2018
Receptions,13,22,947,3,13,2017
Receptions,13,23,1381,2,13,2017
Receptions,13,24,889,1,13,2017
Receptions,13,25,1334,1,13,2018
Receptions,13,26,1381,1,13,2018
Receiving Yards,13,0,593,1363,13,2017
Receiving Yards,13,1,899,859,13,2018
Receiving Yards,13,2,1267,813,13,2018
Receiving Yards,13,3,1267,793,13,2017
Receiving Yards,13,4,593,774,13,2018
Receiving Yards,13,5,1615,601,13,2018
Receiving Yards,13,6,875,415,13,2018
Receiving Yards,13,7,1500,406,13,2017
Receiving Yards,13,8,875,397,13,2017
Receiving Yards,13,9,1615,363,13,2017
Receiving Yards,13,10,778,216,13,2017
Receiving Yards,13,11,899,185,13,2017
Receiving Yards,13,12,947,163,13,2018
Receiving Yards,13,13,1009,154,13,2017
Receiving Yards,13,14,357,152,13,2018
Receiving Yards,13,15,357,150,13,2017
Receiving Yards,13,16,559,129,13,2018
Receiving Yards,13,17,2525,121,13,2018
Receiving Yards,13,18,1954,92,13,2017
Receiving Yards,13,19,1417,42,13,2017
Receiving Yards,13,20,2546,42,13,2017
Receiving Yards,13,21,1500,28,13,2018
Receiving Yards,13,22,1381,15,13,2017
Receiving Yards,13,23,1381,15,13,2018
Receiving Yards,13,24,1334,9,13,2018
Receiving Yards,13,25,947,8,13,2017
Yards per Reception,13,0,593,1548,13,2018
Yards per Reception,13,1,593,1363,13,2017
Yards per Reception,13,2,1615,1336,13,2018
Yards per Reception,13,3,1267,1279,13,2017
Yards per Reception,13,4,1500,1230,13,2017
Yards per Reception,13,5,875,1221,13,2018
Yards per Reception,13,6,899,1087,13,2018
Yards per Reception,13,7,1267,1070,13,2018
Yards per Reception,13,8,875,993,13,2017
Yards per Reception,13,9,1615,931,13,2017
Receiving Touchdowns,13,0,593,10,13,2017
Receiving Touchdowns,13,1,593,8,13,2018
Receiving Touchdowns,13,2,899,8,13,2018
Receiving Touchdowns,13,3,1267,5,13,2018
Receiving Touchdowns,13,4,1267,4,13,2017
Receiving Touchdowns,13,5,1615,3,13,2017
Receiving Touchdowns,13,6,875,3,13,2018
Receiving Touchdowns,13,7,2525,3,13,2018
Receiving Touchdowns,13,8,778,2,13,2017
Receiving Touchdowns,13,9,875,2,13,2017
Receiving Touchdowns,13,10,899,2,13,2017
Receiving Touchdowns,13,11,1009,2,13,2017
Receiving Touchdowns,13,12,1500,2,13,2017
Receiving Touchdowns,13,13,1615,2,13,2018
Receiving Touchdowns,13,14,947,1,13,2017
Receiving Touchdowns,13,15,559,1,13,2018
Receiving Touchdowns,13,16,947,1,13,2018
Targeted Passes,13,0,593,153,13,2017
Targeted Passes,13,1,899,123,13,2018
Targeted Passes,13,2,1267,109,13,2018
Targeted Passes,13,3,1267,94,13,2017
Targeted Passes,13,4,593,83,13,2018
Targeted Passes,13,5,875,66,13,2017
Targeted Passes,13,6,1615,62,13,2017
Targeted Passes,13,7,1615,61,13,2018
Targeted Passes,13,8,1500,47,13,2017
Targeted Passes,13,9,778,42,13,2017
Targeted Passes,13,10,875,41,13,2018
Targeted Passes,13,11,357,31,13,2017
Targeted Passes,13,12,899,29,13,2017
Targeted Passes,13,13,559,25,13,2018
Targeted Passes,13,14,1009,23,13,2017
Targeted Passes,13,15,357,21,13,2018
Targeted Passes,13,16,2525,17,13,2018
Targeted Passes,13,17,1954,16,13,2017
Targeted Passes,13,18,947,16,13,2018
Targeted Passes,13,19,2546,14,13,2017
Targeted Passes,13,20,1417,6,13,2017
Targeted Passes,13,21,947,4,13,2017
Targeted Passes,13,22,1500,4,13,2018
Targeted Passes,13,23,1381,3,13,2017
Targeted Passes,13,24,889,2,13,2017
Targeted Passes,13,25,1334,2,13,2018
Targeted Passes,13,26,1381,2,13,2018
Passes Dropped,13,0,593,9,13,2017
Passes Dropped,13,1,1267,7,13,2017
Passes Dropped,13,2,899,6,13,2018
Passes Dropped,13,3,1267,5,13,2018
Passes Dropped,13,4,899,4,13,2017
Passes Dropped,13,5,1615,4,13,2017
Passes Dropped,13,6,357,3,13,2018
Passes Dropped,13,7,357,2,13,2017
Passes Dropped,13,8,2546,2,13,2017
Passes Dropped,13,9,593,2,13,2018
Passes Dropped,13,10,1615,2,13,2018
Passes Dropped,13,11,778,1,13,2017
Passes Dropped,13,12,875,1,13,2017
Passes Dropped,13,13,1417,1,13,2017
Passes Dropped,13,14,1500,1,13,2017
Passes Dropped,13,15,1954,1,13,2017
Passes Dropped,13,16,947,1,13,2018
100 Yards Receiving,13,0,593,5,13,2017
100 Yards Receiving,13,1,1267,2,13,2017
100 Yards Receiving,13,2,899,2,13,2018
100 Yards Receiving,13,3,593,1,13,2018
100 Yards Receiving,13,4,1615,1,13,2018
Interceptions,13,0,198,6,13,2017
Interceptions,13,1,1075,5,13,2017
Interceptions,13,2,769,3,13,2017
Interceptions,13,3,1058,3,13,2018
Interceptions,13,4,830,2,13,2017
Interceptions,13,5,1058,2,13,2017
Interceptions,13,6,763,2,13,2018
Interceptions,13,7,830,2,13,2018
Interceptions,13,8,37,1,13,2017
Interceptions,13,9,1287,1,13,2017
Interceptions,13,10,198,1,13,2018
Interceptions,13,11,341,1,13,2018
Interceptions,13,12,582,1,13,2018
Interceptions,13,13,1075,1,13,2018
Interceptions,13,14,3869,1,13,2018
Pass Defense Percentage,13,0,1075,831,13,2017
Pass Defense Percentage,13,1,198,824,13,2017
Pass Defense Percentage,13,2,1058,812,13,2017
Pass Defense Percentage,13,3,555,802,13,2018
Pass Defense Percentage,13,4,198,793,13,2018
Pass Defense Percentage,13,5,1058,789,13,2018
Pass Defense Percentage,13,6,341,783,13,2017
Pass Defense Percentage,13,7,341,781,13,2018
Pass Defense Percentage,13,8,830,778,13,2018
Pass Defense Percentage,13,9,830,770,13,2017
Pass Defense Percentage,13,10,1075,767,13,2018
Tackles,13,0,198,94,13,2017
Tackles,13,1,198,91,13,2018
Tackles,13,2,763,90,13,2018
Tackles,13,3,37,89,13,2017
Tackles,13,4,1075,85,13,2018
Tackles,13,5,1137,61,13,2018
Tackles,13,6,316,60,13,2017
Tackles,13,7,1075,57,13,2017
Tackles,13,8,830,50,13,2018
Tackles,13,9,763,48,13,2017
Tackles,13,10,341,48,13,2018
Tackles,13,11,830,47,13,2017
Tackles,13,12,1287,45,13,2017
Tackles,13,13,601,44,13,2017
Tackles,13,14,341,42,13,2017
Tackles,13,15,582,42,13,2018
Tackles,13,16,647,40,13,2018
Tackles,13,17,1287,39,13,2018
Tackles,13,18,1058,38,13,2018
Tackles,13,19,282,32,13,2017
Tackles,13,20,282,31,13,2018
Tackles,13,21,1370,31,13,2018
Tackles,13,22,247,28,13,2018
Tackles,13,23,50,26,13,2017
Tackles,13,24,1058,25,13,2017
Tackles,13,25,278,24,13,2017
Tackles,13,26,866,23,13,2017
Tackles,13,27,1370,22,13,2017
Tackles,13,28,555,19,13,2018
Tackles,13,29,769,17,13,2017
Tackles,13,30,278,16,13,2018
Tackles,13,31,1137,12,13,2017
Tackles,13,32,3662,11,13,2018
Tackles,13,33,443,7,13,2017
Tackles,13,34,1690,7,13,2018
Tackles,13,35,2206,6,13,2018
Tackles,13,36,247,5,13,2017
Tackles,13,37,1345,4,13,2017
Tackles,13,38,593,2,13,2017
Tackles,13,39,1267,2,13,2017
Tackles,13,40,593,2,13,2018
Tackles,13,41,899,2,13,2018
Tackles,13,42,3869,2,13,2018
Tackles,13,43,899,1,13,2017
Tackles,13,44,1343,1,13,2017
Tackles,13,45,1500,1,13,2017
Tackles,13,46,1267,1,13,2018
Tackles,13,47,1343,1,13,2018
Tackles,13,48,3646,1,13,2018
Tackles,13,49,3852,1,13,2018
Assists,13,0,198,36,13,2017
Assists,13,1,1075,30,13,2018
Assists,13,2,37,28,13,2017
Assists,13,3,763,28,13,2018
Assists,13,4,198,26,13,2018
Assists,13,5,1075,24,13,2017
Assists,13,6,316,18,13,2017
Assists,13,7,341,18,13,2018
Assists,13,8,601,16,13,2017
Assists,13,9,647,16,13,2018
Assists,13,10,341,15,13,2017
Assists,13,11,763,15,13,2017
Assists,13,12,282,15,13,2018
Assists,13,13,282,14,13,2017
Assists,13,14,1287,14,13,2018
Assists,13,15,582,13,13,2018
Assists,13,16,1137,13,13,2018
Assists,13,17,830,12,13,2017
Assists,13,18,1370,12,13,2018
Assists,13,19,830,11,13,2018
Assists,13,20,1058,11,13,2018
Assists,13,21,1287,10,13,2017
Assists,13,22,278,9,13,2017
Assists,13,23,1058,8,13,2017
Assists,13,24,247,8,13,2018
Assists,13,25,1137,7,13,2017
Assists,13,26,1370,7,13,2017
Assists,13,27,555,7,13,2018
Assists,13,28,50,5,13,2017
Assists,13,29,278,5,13,2018
Assists,13,30,247,4,13,2017
Assists,13,31,769,4,13,2017
Assists,13,32,866,4,13,2017
Assists,13,33,3662,4,13,2018
Assists,13,34,443,3,13,2017
Assists,13,35,2206,3,13,2018
Assists,13,36,1690,2,13,2018
