Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Rushing Yards,11,9,122,2017,11,30
Rushing Yards,11,10,120,2017,11,2
Rushing Yards,11,11,120,2018,11,14
Rushing Yards,11,12,115,2017,11,12
Rushing Yards,11,13,115,2018,11,20
Rushing Yards,11,14,115,2018,11,19
Rushing Yards,11,15,114,2018,11,6
Rushing Yards,11,16,110,2018,11,28
Rushing Yards,11,17,104,2018,11,7
Rushing Yards,11,18,103,2018,11,31
Rushing Yards,11,19,100,2018,11,12
Rushing Yards,11,20,98,2018,11,3
Rushing Yards,11,21,96,2018,11,28
Rushing Yards,11,22,94,2018,11,12
Rushing Yards,11,23,94,2018,11,21
Rushing Yards,11,24,91,2017,11,26
Rushing Yards,11,25,84,2017,11,3
Rushing Yards,11,26,70,2017,11,31
Rushing Yards,11,27,68,2017,11,28
Rushing Yards,11,28,60,2017,11,24
Rushing Yards,11,29,56,2017,11,12
Rushing Yards,11,30,50,2017,11,31
Rushing Yards,11,31,44,2017,11,6
Rushing Yards Allowed,11,0,26,2017,11,8
Rushing Yards Allowed,11,1,29,2018,11,16
Rushing Yards Allowed,11,2,33,2018,11,18
Rushing Yards Allowed,11,3,35,2018,11,12
Rushing Yards Allowed,11,4,40,2017,11,25
Rushing Yards Allowed,11,5,47,2017,11,30
Rushing Yards Allowed,11,6,52,2017,11,2
Rushing Yards Allowed,11,7,62,2018,11,7
Rushing Yards Allowed,11,8,67,2017,11,26
Rushing Yards Allowed,11,9,67,2017,11,6
Rushing Yards Allowed,11,10,77,2018,11,31
Rushing Yards Allowed,11,11,96,2018,11,12
Rushing Yards Allowed,11,12,103,2017,11,28
Rushing Yards Allowed,11,13,108,2018,11,31
Rushing Yards Allowed,11,14,113,2018,11,19
Rushing Yards Allowed,11,15,113,2018,11,21
Rushing Yards Allowed,11,16,117,2017,11,24
Rushing Yards Allowed,11,17,117,2018,11,29
Rushing Yards Allowed,11,18,124,2017,11,28
Rushing Yards Allowed,11,19,125,2017,11,3
Rushing Yards Allowed,11,20,128,2018,11,28
Rushing Yards Allowed,11,21,131,2017,11,31
Rushing Yards Allowed,11,22,131,2018,11,3
Rushing Yards Allowed,11,23,139,2017,11,12
Rushing Yards Allowed,11,24,142,2017,11,12
Rushing Yards Allowed,11,25,144,2018,11,28
Rushing Yards Allowed,11,26,147,2017,11,31
Rushing Yards Allowed,11,27,149,2017,11,22
Rushing Yards Allowed,11,28,160,2018,11,14
Rushing Yards Allowed,11,29,171,2018,11,20
Rushing Yards Allowed,11,30,185,2017,11,0
Rushing Yards Allowed,11,31,207,2018,11,6
Total Yards,11,0,475,2017,11,2
Total Yards,11,1,459,2017,11,25
Total Yards,11,2,453,2018,11,19
Total Yards,11,3,422,2017,11,0
Total Yards,11,4,397,2017,11,8
Total Yards,11,5,378,2017,11,30
Total Yards,11,6,373,2017,11,22
Total Yards,11,7,373,2018,11,12
Total Yards,11,8,368,2018,11,7
Total Yards,11,9,367,2018,11,29
Total Yards,11,10,361,2018,11,16
Total Yards,11,11,360,2017,11,28
Total Yards,11,12,359,2017,11,31
Total Yards,11,13,344,2018,11,20
Total Yards,11,14,344,2018,11,31
Total Yards,11,15,340,2017,11,6
Total Yards,11,16,337,2018,11,18
Total Yards,11,17,334,2017,11,12
Total Yards,11,18,324,2018,11,28
Total Yards,11,19,321,2018,11,3
Total Yards,11,20,318,2018,11,31
Total Yards,11,21,311,2018,11,14
Total Yards,11,22,296,2017,11,3
Total Yards,11,23,289,2018,11,6
Total Yards,11,24,285,2017,11,12
Total Yards,11,25,279,2018,11,21
Total Yards,11,26,274,2018,11,12
Total Yards,11,27,268,2018,11,28
Total Yards,11,28,232,2017,11,28
Total Yards,11,29,226,2017,11,26
Total Yards,11,30,218,2017,11,31
Total Yards,11,31,214,2017,11,24
Total Yards Allowed,11,0,138,2018,11,16
Total Yards Allowed,11,1,171,2017,11,8
Total Yards Allowed,11,2,189,2018,11,19
Total Yards Allowed,11,3,215,2017,11,26
Total Yards Allowed,11,4,232,2018,11,18
Total Yards Allowed,11,5,251,2017,11,24
Total Yards Allowed,11,6,270,2017,11,3
Total Yards Allowed,11,7,272,2017,11,25
Total Yards Allowed,11,8,286,2018,11,29
Total Yards Allowed,11,9,288,2018,11,3
Total Yards Allowed,11,10,301,2018,11,31
Total Yards Allowed,11,11,303,2017,11,30
Total Yards Allowed,11,12,313,2018,11,31
Total Yards Allowed,11,13,317,2018,11,21
Total Yards Allowed,11,14,326,2017,11,22
Total Yards Allowed,11,15,342,2018,11,28
Total Yards Allowed,11,16,353,2018,11,20
Total Yards Allowed,11,17,359,2017,11,12
Total Yards Allowed,11,18,370,2018,11,12
Total Yards Allowed,11,19,371,2018,11,12
Total Yards Allowed,11,20,373,2018,11,28
Total Yards Allowed,11,21,379,2017,11,28
Total Yards Allowed,11,22,386,2017,11,31
Total Yards Allowed,11,23,392,2017,11,12
Total Yards Allowed,11,24,395,2018,11,14
Total Yards Allowed,11,25,397,2018,11,7
Total Yards Allowed,11,26,401,2017,11,28
Total Yards Allowed,11,27,405,2017,11,0
Total Yards Allowed,11,28,449,2018,11,6
Total Yards Allowed,11,29,456,2017,11,2
Total Yards Allowed,11,30,479,2017,11,6
Total Yards Allowed,11,31,534,2017,11,31
Pass Attempts,11,0,55,2017,11,2
Pass Attempts,11,1,52,2018,11,28
Pass Attempts,11,2,51,2017,11,31
Pass Attempts,11,3,50,2018,11,19
Pass Attempts,11,4,49,2017,11,12
Pass Attempts,11,5,46,2017,11,0
Pass Attempts,11,6,45,2017,11,30
Pass Attempts,11,7,44,2017,11,12
Pass Attempts,11,8,44,2017,11,6
Pass Attempts,11,9,41,2018,11,28
Pass Attempts,11,10,41,2018,11,21
Pass Attempts,11,11,40,2017,11,8
Pass Attempts,11,12,40,2018,11,20
Pass Attempts,11,13,39,2017,11,24
Pass Attempts,11,14,39,2018,11,7
Pass Attempts,11,15,36,2018,11,16
Pass Attempts,11,16,35,2018,11,6
Pass Attempts,11,17,34,2018,11,18
Pass Attempts,11,18,34,2018,11,31
Pass Attempts,11,19,33,2017,11,31
Pass Attempts,11,20,33,2017,11,22
Pass Attempts,11,21,33,2017,11,3
Pass Attempts,11,22,32,2018,11,12
Pass Attempts,11,23,31,2018,11,12
Pass Attempts,11,24,31,2018,11,29
Pass Attempts,11,25,30,2018,11,14
Pass Attempts,11,26,29,2017,11,25
Pass Attempts,11,27,29,2017,11,28
Pass Attempts,11,28,28,2017,11,28
Pass Attempts,11,29,28,2018,11,31
Pass Attempts,11,30,27,2017,11,26
Pass Attempts,11,31,27,2018,11,3
Rush Attempts,11,0,40,2018,11,18
Rush Attempts,11,1,38,2018,11,16
Rush Attempts,11,2,37,2018,11,31
Rush Attempts,11,3,33,2017,11,25
Rush Attempts,11,4,33,2017,11,8
Rush Attempts,11,5,32,2017,11,26
Rush Attempts,11,6,31,2017,11,30
Rush Attempts,11,7,31,2017,11,22
Rush Attempts,11,8,31,2017,11,2
Rush Attempts,11,9,31,2018,11,20
Rush Attempts,11,10,30,2018,11,29
Rush Attempts,11,11,30,2018,11,31
Rush Attempts,11,12,29,2017,11,28
Rush Attempts,11,13,29,2018,11,7
Rush Attempts,11,14,28,2018,11,12
Rush Attempts,11,15,28,2018,11,3
Rush Attempts,11,16,27,2017,11,0
Rush Attempts,11,17,26,2017,11,12
Rush Attempts,11,18,26,2018,11,12
Rush Attempts,11,19,26,2018,11,21
Rush Attempts,11,20,26,2018,11,28
Rush Attempts,11,21,25,2017,11,3
Rush Attempts,11,22,23,2018,11,19
Rush Attempts,11,23,21,2017,11,24
Rush Attempts,11,24,21,2018,11,14
Rush Attempts,11,25,20,2017,11,28
Rush Attempts,11,26,20,2017,11,31
Rush Attempts,11,27,19,2018,11,6
Rush Attempts,11,28,16,2017,11,6
Rush Attempts,11,29,16,2018,11,28
Rush Attempts,11,30,14,2017,11,31
Rush Attempts,11,31,13,2017,11,12
Points Scored,12,0,40,2017,12,30
Points Scored,12,1,35,2017,12,31
Points Scored,12,2,34,2017,12,22
Points Scored,12,3,33,2018,12,22
Points Scored,12,4,31,2018,12,16
Points Scored,12,5,30,2018,12,23
Points Scored,12,6,30,2018,12,19
Points Scored,12,7,28,2018,12,14
Points Scored,12,8,27,2017,12,28
Points Scored,12,9,27,2017,12,26
Points Scored,12,10,27,2017,12,6
Points Scored,12,11,26,2017,12,11
Points Scored,12,12,23,2017,12,11
Points Scored,12,13,23,2017,12,28
Points Scored,12,14,23,2018,12,31
Points Scored,12,15,23,2018,12,29
Points Scored,12,16,21,2017,12,2
Points Scored,12,17,21,2018,12,28
Points Scored,12,18,20,2018,12,21
Points Scored,12,19,17,2017,12,31
Points Scored,12,20,17,2017,12,0
Points Scored,12,21,17,2017,12,25
Points Scored,12,22,17,2018,12,11
Points Scored,12,23,17,2018,12,18
Points Scored,12,24,14,2017,12,23
Points Scored,12,25,14,2018,12,28
Points Scored,12,26,14,2018,12,7
Points Scored,12,27,13,2018,12,3
Points Scored,12,28,10,2018,12,11
Points Scored,12,29,10,2018,12,31
Points Scored,12,30,7,2017,12,19
Points Scored,12,31,6,2017,12,24
Points Allowed,12,0,6,2018,12,23
Points Allowed,12,1,6,2018,12,22
Points Allowed,12,2,7,2018,12,19
Points Allowed,12,3,9,2017,12,31
Points Allowed,12,4,10,2017,12,11
Points Allowed,12,5,10,2017,12,24
Points Allowed,12,6,10,2018,12,21
Points Allowed,12,7,14,2018,12,31
Points Allowed,12,8,16,2017,12,28
Points Allowed,12,9,16,2018,12,31
Points Allowed,12,10,17,2017,12,23
Points Allowed,12,11,21,2017,12,22
Points Allowed,12,12,21,2018,12,14
Points Allowed,12,13,21,2018,12,3
Points Allowed,12,14,21,2018,12,16
Points Allowed,12,15,22,2017,12,2
Points Allowed,12,16,24,2017,12,28
Points Allowed,12,17,24,2017,12,25
Points Allowed,12,18,24,2018,12,11
Points Allowed,12,19,26,2017,12,19
Points Allowed,12,20,26,2017,12,30
Points Allowed,12,21,27,2017,12,26
Points Allowed,12,22,27,2018,12,11
Points Allowed,12,23,27,2018,12,7
Points Allowed,12,24,27,2018,12,28
Points Allowed,12,25,29,2017,12,11
Points Allowed,12,26,31,2017,12,6
Points Allowed,12,27,33,2017,12,0
Points Allowed,12,28,35,2018,12,18
Points Allowed,12,29,38,2017,12,31
Points Allowed,12,30,39,2018,12,29
Points Allowed,12,31,42,2018,12,28
Passing Yards,12,0,380,2018,12,18
Passing Yards,12,1,367,2017,12,31
Passing Yards,12,2,366,2018,12,11
Passing Yards,12,3,354,2017,12,30
Passing Yards,12,4,328,2018,12,14
Passing Yards,12,5,309,2017,12,0
Passing Yards,12,6,305,2018,12,11
Passing Yards,12,7,303,2018,12,28
Passing Yards,12,8,298,2018,12,7
Passing Yards,12,9,284,2018,12,29
Passing Yards,12,10,280,2017,12,28
Passing Yards,12,11,279,2017,12,6
Passing Yards,12,12,278,2017,12,22
Passing Yards,12,13,272,2017,12,25
Passing Yards,12,14,268,2018,12,16
Passing Yards,12,15,260,2017,12,11
Passing Yards,12,16,252,2017,12,23
Passing Yards,12,17,252,2018,12,21
Passing Yards,12,18,245,2017,12,26
Passing Yards,12,19,237,2017,12,31
Passing Yards,12,20,235,2017,12,11
Passing Yards,12,21,234,2018,12,31
Passing Yards,12,22,226,2018,12,3
Passing Yards,12,23,219,2017,12,28
Passing Yards,12,24,216,2018,12,28
Passing Yards,12,25,211,2017,12,19
Passing Yards,12,26,207,2018,12,19
Passing Yards,12,27,196,2018,12,23
Passing Yards,12,28,192,2018,12,22
Passing Yards,12,29,170,2017,12,24
Passing Yards,12,30,132,2018,12,31
Passing Yards,12,31,99,2017,12,2
Passing Yards Allowed,12,0,147,2018,12,21
Passing Yards Allowed,12,1,173,2018,12,31
Passing Yards Allowed,12,2,184,2017,12,25
Passing Yards Allowed,12,3,193,2018,12,11
Passing Yards Allowed,12,4,201,2017,12,31
Passing Yards Allowed,12,5,202,2017,12,24
Passing Yards Allowed,12,6,206,2017,12,28
Passing Yards Allowed,12,7,210,2018,12,22
Passing Yards Allowed,12,8,216,2018,12,3
Passing Yards Allowed,12,9,222,2018,12,19
Passing Yards Allowed,12,10,225,2018,12,14
Passing Yards Allowed,12,11,235,2017,12,0
Passing Yards Allowed,12,12,242,2017,12,11
Passing Yards Allowed,12,13,243,2017,12,11
Passing Yards Allowed,12,14,246,2017,12,22
Passing Yards Allowed,12,15,252,2017,12,6
Passing Yards Allowed,12,16,256,2018,12,23
Passing Yards Allowed,12,17,259,2018,12,16
Passing Yards Allowed,12,18,269,2017,12,31
Passing Yards Allowed,12,19,278,2017,12,23
Passing Yards Allowed,12,20,280,2018,12,11
Passing Yards Allowed,12,21,281,2017,12,28
Passing Yards Allowed,12,22,296,2018,12,7
Passing Yards Allowed,12,23,315,2018,12,28
Passing Yards Allowed,12,24,317,2017,12,30
Passing Yards Allowed,12,25,321,2018,12,18
Passing Yards Allowed,12,26,323,2017,12,19
Passing Yards Allowed,12,27,329,2018,12,31
Passing Yards Allowed,12,28,344,2018,12,28
Passing Yards Allowed,12,29,354,2017,12,2
Passing Yards Allowed,12,30,364,2018,12,29
Passing Yards Allowed,12,31,406,2017,12,26
Rushing Yards,12,0,221,2018,12,22
Rushing Yards,12,1,194,2017,12,26
Rushing Yards,12,2,187,2017,12,30
Rushing Yards,12,3,186,2017,12,28
Rushing Yards,12,4,179,2017,12,6
Rushing Yards,12,5,149,2018,12,14
Rushing Yards,12,6,142,2017,12,11
Rushing Yards,12,7,141,2018,12,29
Rushing Yards,12,8,139,2017,12,11
Rushing Yards,12,9,138,2018,12,31
Rushing Yards,12,10,136,2018,12,28
Rushing Yards,12,11,130,2017,12,23
Rushing Yards,12,12,127,2018,12,16
Rushing Yards,12,13,126,2017,12,22
Rushing Yards,12,14,126,2018,12,19
Rushing Yards,12,15,117,2017,12,2
Rushing Yards,12,16,110,2017,12,31
Rushing Yards,12,17,110,2018,12,18
Rushing Yards,12,18,105,2017,12,28
Rushing Yards,12,19,100,2017,12,31
Rushing Yards,12,20,99,2018,12,28
Rushing Yards,12,21,96,2018,12,23
Rushing Yards,12,22,96,2018,12,11
Rushing Yards,12,23,91,2018,12,3
Rushing Yards,12,24,90,2017,12,24
Rushing Yards,12,25,88,2018,12,21
Rushing Yards,12,26,86,2017,12,25
Rushing Yards,12,27,74,2017,12,19
Rushing Yards,12,28,61,2017,12,0
Rushing Yards,12,29,44,2018,12,31
Rushing Yards,12,30,44,2018,12,7
Rushing Yards,12,31,35,2018,12,11
Rushing Yards Allowed,12,0,38,2018,12,14
Rushing Yards Allowed,12,1,46,2018,12,23
Rushing Yards Allowed,12,2,49,2018,12,22
Rushing Yards Allowed,12,3,53,2017,12,28
Rushing Yards Allowed,12,4,54,2017,12,26
Rushing Yards Allowed,12,5,54,2018,12,21
Rushing Yards Allowed,12,6,55,2017,12,24
Rushing Yards Allowed,12,7,56,2017,12,30
Rushing Yards Allowed,12,8,56,2017,12,11
Rushing Yards Allowed,12,9,57,2018,12,16
Rushing Yards Allowed,12,10,61,2018,12,31
Rushing Yards Allowed,12,11,69,2018,12,19
Rushing Yards Allowed,12,12,75,2017,12,2
Rushing Yards Allowed,12,13,79,2017,12,0
Rushing Yards Allowed,12,14,84,2017,12,23
Rushing Yards Allowed,12,15,88,2018,12,29
Rushing Yards Allowed,12,16,90,2017,12,28
Rushing Yards Allowed,12,17,94,2018,12,11
Rushing Yards Allowed,12,18,95,2018,12,7
Rushing Yards Allowed,12,19,99,2017,12,25
Rushing Yards Allowed,12,20,100,2018,12,11
Rushing Yards Allowed,12,21,105,2018,12,18
Rushing Yards Allowed,12,22,114,2018,12,3
Rushing Yards Allowed,12,23,115,2017,12,11
Rushing Yards Allowed,12,24,116,2018,12,31
Rushing Yards Allowed,12,25,117,2017,12,22
Rushing Yards Allowed,12,26,121,2018,12,28
Rushing Yards Allowed,12,27,128,2017,12,31
Rushing Yards Allowed,12,28,140,2017,12,31
Rushing Yards Allowed,12,29,143,2017,12,19
Rushing Yards Allowed,12,30,150,2018,12,28
Rushing Yards Allowed,12,31,202,2017,12,6
Total Yards,12,0,532,2017,12,30
Total Yards,12,1,471,2018,12,14
Total Yards,12,2,460,2017,12,28
Total Yards,12,3,456,2017,12,31
Total Yards,12,4,451,2017,12,6
Total Yards,12,5,427,2017,12,26
Total Yards,12,6,425,2018,12,18
Total Yards,12,7,413,2018,12,29
Total Yards,12,8,394,2018,12,28
Total Yards,12,9,393,2017,12,22
Total Yards,12,10,392,2017,12,11
Total Yards,12,11,387,2018,12,16
Total Yards,12,12,386,2018,12,22
Total Yards,12,13,371,2018,12,11
Total Yards,12,14,370,2018,12,11
Total Yards,12,15,359,2017,12,0
Total Yards,12,16,359,2017,12,11
Total Yards,12,17,354,2017,12,23
Total Yards,12,18,347,2017,12,31
Total Yards,12,19,341,2018,12,7
Total Yards,12,20,337,2017,12,25
Total Yards,12,21,331,2018,12,21
Total Yards,12,22,322,2018,12,19
Total Yards,12,23,303,2018,12,3
Total Yards,12,24,298,2018,12,28
Total Yards,12,25,295,2017,12,28
Total Yards,12,26,278,2018,12,23
Total Yards,12,27,258,2017,12,19
Total Yards,12,28,253,2018,12,31
Total Yards,12,29,240,2018,12,31
Total Yards,12,30,237,2017,12,24
Total Yards,12,31,213,2017,12,2
Total Yards Allowed,12,0,160,2018,12,21
Total Yards Allowed,12,1,251,2017,12,24
Total Yards Allowed,12,2,258,2018,12,14
Total Yards Allowed,12,3,259,2018,12,22
Total Yards Allowed,12,4,270,2018,12,19
Total Yards Allowed,12,5,274,2018,12,11
Total Yards Allowed,12,6,277,2017,12,25
Total Yards Allowed,12,7,281,2018,12,31
Total Yards Allowed,12,8,285,2017,12,0
Total Yards Allowed,12,9,285,2017,12,11
Total Yards Allowed,12,10,292,2017,12,28
Total Yards Allowed,12,11,294,2018,12,23
Total Yards Allowed,12,12,294,2018,12,16
Total Yards Allowed,12,13,295,2017,12,28
Total Yards Allowed,12,14,327,2017,12,31
Total Yards Allowed,12,15,330,2018,12,3
Total Yards Allowed,12,16,334,2017,12,11
Total Yards Allowed,12,17,336,2017,12,23
Total Yards Allowed,12,18,347,2017,12,22
Total Yards Allowed,12,19,350,2018,12,31
Total Yards Allowed,12,20,359,2017,12,30
Total Yards Allowed,12,21,361,2018,12,7
Total Yards Allowed,12,22,373,2018,12,11
Total Yards Allowed,12,23,380,2017,12,31
Total Yards Allowed,12,24,402,2017,12,2
Total Yards Allowed,12,25,421,2018,12,18
Total Yards Allowed,12,26,425,2018,12,28
Total Yards Allowed,12,27,432,2017,12,6
Total Yards Allowed,12,28,441,2017,12,26
Total Yards Allowed,12,29,441,2018,12,29
Total Yards Allowed,12,30,461,2017,12,19
Total Yards Allowed,12,31,486,2018,12,28
Pass Attempts,12,0,47,2017,12,6
Pass Attempts,12,1,46,2018,12,11
Pass Attempts,12,2,45,2017,12,31
Pass Attempts,12,3,44,2018,12,11
Pass Attempts,12,4,42,2017,12,0
Pass Attempts,12,5,40,2017,12,26
Pass Attempts,12,6,40,2017,12,11
Pass Attempts,12,7,40,2017,12,30
Pass Attempts,12,8,40,2017,12,25
Pass Attempts,12,9,40,2018,12,14
Pass Attempts,12,10,39,2017,12,19
Pass Attempts,12,11,39,2018,12,7
Pass Attempts,12,12,39,2018,12,18
Pass Attempts,12,13,38,2017,12,28
Pass Attempts,12,14,37,2017,12,24
Pass Attempts,12,15,36,2018,12,19
Pass Attempts,12,16,35,2018,12,29
Pass Attempts,12,17,34,2017,12,23
Pass Attempts,12,18,33,2017,12,11
Pass Attempts,12,19,33,2018,12,16
Pass Attempts,12,20,32,2018,12,21
Pass Attempts,12,21,32,2018,12,23
Pass Attempts,12,22,32,2018,12,28
Pass Attempts,12,23,30,2018,12,28
Pass Attempts,12,24,30,2018,12,3
Pass Attempts,12,25,30,2018,12,31
Pass Attempts,12,26,29,2017,12,28
Pass Attempts,12,27,29,2018,12,22
Pass Attempts,12,28,28,2017,12,31
Pass Attempts,12,29,24,2018,12,31
Pass Attempts,12,30,20,2017,12,22
Pass Attempts,12,31,18,2017,12,2
Rush Attempts,12,0,39,2017,12,22
Rush Attempts,12,1,39,2017,12,26
Rush Attempts,12,2,37,2018,12,21
Rush Attempts,12,3,35,2018,12,16
Rush Attempts,12,4,33,2017,12,30
Rush Attempts,12,5,31,2017,12,31
Rush Attempts,12,6,30,2017,12,11
Rush Attempts,12,7,30,2018,12,29
Rush Attempts,12,8,29,2018,12,19
Rush Attempts,12,9,28,2017,12,11
Rush Attempts,12,10,28,2018,12,14
Rush Attempts,12,11,28,2018,12,3
Rush Attempts,12,12,27,2017,12,28
Rush Attempts,12,13,27,2017,12,2
Rush Attempts,12,14,27,2017,12,23
Rush Attempts,12,15,26,2018,12,31
Rush Attempts,12,16,25,2017,12,6
Rush Attempts,12,17,25,2017,12,28
Rush Attempts,12,18,25,2018,12,28
Rush Attempts,12,19,24,2018,12,11
Rush Attempts,12,20,23,2017,12,31
Rush Attempts,12,21,23,2018,12,23
Rush Attempts,12,22,22,2018,12,22
Rush Attempts,12,23,21,2017,12,0
Rush Attempts,12,24,21,2017,12,24
Rush Attempts,12,25,21,2018,12,11
Rush Attempts,12,26,21,2018,12,28
Rush Attempts,12,27,21,2018,12,31
Rush Attempts,12,28,21,2018,12,7
Rush Attempts,12,29,20,2017,12,25
Rush Attempts,12,30,20,2018,12,18
Rush Attempts,12,31,18,2017,12,19
Points Scored,13,0,49,2018,13,25
Points Scored,13,1,48,2017,13,8
Points Scored,13,2,44,2017,13,29
Points Scored,13,3,44,2017,13,22
Points Scored,13,4,44,2018,13,20
Points Scored,13,5,41,2018,13,22
Points Scored,13,6,34,2018,13,30
Points Scored,13,7,33,2017,13,31
Points Scored,13,8,33,2018,13,6
Points Scored,13,9,33,2018,13,20
Points Scored,13,10,33,2018,13,23
Points Scored,13,11,30,2017,13,21
Points Scored,13,12,30,2017,13,19
Points Scored,13,13,29,2017,13,7
Points Scored,13,14,29,2017,13,8
Points Scored,13,15,29,2018,13,3
Points Scored,13,16,28,2018,13,31
Points Scored,13,17,27,2017,13,16
Points Scored,13,18,27,2017,13,23
Points Scored,13,19,26,2018,13,24
Points Scored,13,20,24,2017,13,20
Points Scored,13,21,23,2017,13,14
Points Scored,13,22,23,2018,13,8
Points Scored,13,23,23,2018,13,2
Points Scored,13,24,20,2018,13,8
Points Scored,13,25,19,2017,13,23
Points Scored,13,26,17,2017,13,18
Points Scored,13,27,17,2018,13,23
Points Scored,13,28,14,2018,13,26
Points Scored,13,29,14,2018,13,0
Points Scored,13,30,12,2017,13,3
Points Scored,13,31,10,2017,13,20
Points Allowed,13,0,0,2017,13,23
Points Allowed,13,1,0,2017,13,14
Points Allowed,13,2,0,2018,13,8
Points Allowed,13,3,10,2017,13,20
Points Allowed,13,4,13,2018,13,6
Points Allowed,13,5,13,2018,13,23
Points Allowed,13,6,14,2017,13,22
Points Allowed,13,7,15,2018,13,3
Points Allowed,13,8,16,2017,13,8
Points Allowed,13,9,16,2017,13,20
Points Allowed,13,10,17,2017,13,19
Points Allowed,13,11,17,2018,13,30
Points Allowed,13,12,17,2018,13,20
Points Allowed,13,13,20,2018,13,8
Points Allowed,13,14,20,2018,13,31
Points Allowed,13,15,21,2017,13,31
Points Allowed,13,16,21,2017,13,8
Points Allowed,13,17,23,2018,13,0
Points Allowed,13,18,24,2017,13,16
Points Allowed,13,19,24,2017,13,23
Points Allowed,13,20,24,2017,13,18
Points Allowed,13,21,24,2017,13,3
Points Allowed,13,22,24,2018,13,24
Points Allowed,13,23,24,2018,13,25
Points Allowed,13,24,26,2018,13,26
Points Allowed,13,25,27,2017,13,21
Points Allowed,13,26,27,2017,13,7
Points Allowed,13,27,27,2018,13,23
Points Allowed,13,28,29,2017,13,29
Points Allowed,13,29,33,2018,13,2
Points Allowed,13,30,37,2018,13,20
Points Allowed,13,31,37,2018,13,22
Passing Yards,13,0,352,2017,13,23
Passing Yards,13,1,349,2017,13,7
Passing Yards,13,2,326,2018,13,24
Passing Yards,13,3,322,2018,13,20
Passing Yards,13,4,320,2017,13,14
Passing Yards,13,5,311,2017,13,8
Passing Yards,13,6,308,2018,13,6
Passing Yards,13,7,307,2018,13,30
Passing Yards,13,8,303,2018,13,20
Passing Yards,13,9,296,2018,13,3
Passing Yards,13,10,277,2017,13,22
Passing Yards,13,11,273,2017,13,29
Passing Yards,13,12,273,2018,13,31
Passing Yards,13,13,272,2017,13,3
Passing Yards,13,14,266,2018,13,8
Passing Yards,13,15,262,2017,13,21
Passing Yards,13,16,261,2017,13,31
Passing Yards,13,17,256,2018,13,0
Passing Yards,13,18,247,2017,13,23
Passing Yards,13,19,247,2017,13,8
Passing Yards,13,20,241,2017,13,19
Passing Yards,13,21,238,2017,13,16
Passing Yards,13,22,234,2018,13,8
Passing Yards,13,23,232,2018,13,23
Passing Yards,13,24,222,2017,13,20
Passing Yards,13,25,221,2017,13,20
Passing Yards,13,26,211,2018,13,26
Passing Yards,13,27,209,2018,13,2
Passing Yards,13,28,199,2018,13,22
Passing Yards,13,29,172,2018,13,23
Passing Yards,13,30,165,2018,13,25
Passing Yards,13,31,132,2017,13,18
Passing Yards Allowed,13,0,129,2017,13,14
Passing Yards Allowed,13,1,136,2017,13,23
Passing Yards Allowed,13,2,145,2018,13,23
Passing Yards Allowed,13,3,196,2017,13,19
Passing Yards Allowed,13,4,197,2017,13,21
Passing Yards Allowed,13,5,207,2017,13,8
Passing Yards Allowed,13,6,208,2017,13,23
Passing Yards Allowed,13,7,208,2017,13,8
Passing Yards Allowed,13,8,214,2017,13,22
Passing Yards Allowed,13,9,217,2018,13,20
Passing Yards Allowed,13,10,226,2018,13,3
